10.3495,9.1422
10.4445,9.025
11.2358,9.8264
12.5607,11.2011
11.4202,9.9517
12.2157,10.7965
12.2277,10.9446
12.726,11.3704
12.3088,11.1662
13.0164,11.346
12.2854,10.9891
11.9252,10.8123
11.6752,10.2046
12.0606,10.9986
10.8802,9.682
11.1981,9.9752
10.2806,9.0629
12.0905,10.9794
11.6541,10.4666
12.7921,11.2226
11.892,10.656
12.9594,11.8514
11.0212,9.6276
10.4542,9.4622
11.6382,10.4016
10.7358,9.5831
11.7632,10.4847
12.0121,10.7758
11.2828,10.1868
11.1043,10.0356
11.0289,9.9053
11.8843,10.4807
11.41,10.2183
11.4081,10.173
12.1252,10.7912
11.7005,10.5105
11.7652,10.4364
11.8463,10.7359
11.0448,9.9361
11.524,10.3282
10.9079,9.58
11.6951,10.2694
12.3154,11.1793
12.4573,11.4366
11.4178,10.2829
11.3617,10.2783
11.7463,10.7033
11.3892,10.3486
12.5526,11.4748
13.1679,12.0367
12.9169,11.9006
12.0167,10.7916
12.6465,11.6281
12.2944,11.2059
13.5244,12.6134
12.4776,11.2939
11.3392,10.2047
12.9544,11.8503
12.9094,11.668
12.567,11.4572
13.4573,12.3351
12.6296,11.6293
13.1104,12.1733
14.2025,12.4426
12.3312,11.3654
12.2529,11.363
12.9751,11.9766
13.0942,12.3646
12.7384,12.0742
12.9557,12.2435
11.7517,10.9009
13.8205,12.9082
12.7486,11.9395
12.1322,11.401
13.9101,13.1095
13.8941,12.909
12.9886,12.2686
13.4481,12.2099
14.8398,13.5345
13.8828,12.9263
14.1269,13.0743
12.6458,11.6838
15.0196,13.654
14.6077,13.685
14.019,13.3286
13.9782,13.0721
