2.00,2.75,3.50,4.25,5.00,2.75,3.50,4.25,5.00,5.75,3.50,4.25,5.00,5.75,6.50,4.25,5.00,5.75,6.50,7.25,5.00,5.75,6.50,7.25,8.00
3.50,4.25,5.00,5.75,6.50,4.25,5.00,5.75,6.50,7.25,5.00,5.75,6.50,7.25,8.00,5.75,6.50,7.25,8.00,8.75,6.50,7.25,8.00,8.75,9.50
